wavelength (nm),air,water,glycerol,rhodaine-2pc
861.87,723.2,749.7,835.8,173.8
862.18,722.9,741,827.9,173.7
862.49,718.7,741.1,827.4,173.7
862.81,713.7,730.4,810.5,172.6
863.12,711.2,731.2,805.6,171.4
863.43,700.8,724.3,797.4,171.8
863.74,699.3,725.9,792.7,172.9
864.05,695.3,724.5,801.2,172.3
864.37,698.9,708.3,799.9,173.1
864.68,697.6,709.9,787.5,171.8
864.99,698.4,714.4,785.5,172.5
865.3,696,712.2,785.3,170
865.61,694.7,707.7,781.2,172.1
865.93,687.9,703.7,778.7,171.8
866.24,684.8,695.5,767.4,171.9
866.55,677.8,690.1,777.1,172.5
866.86,677.4,683.8,767.9,170.6
867.17,677,686.8,767.7,171.6
867.48,674.8,686.1,763.3,170.2
867.8,679.5,690,761.2,171.6
868.11,669.8,676.1,756.2,170.1
868.42,675.5,680.1,759.9,170.9
868.73,673.9,676,756.6,170.2
869.04,671.2,670.4,753.7,168.9
869.35,670.3,666.7,746.1,168.8
869.66,665.3,665.8,744.5,169.6
869.97,658.1,663.3,741.7,171.4
870.28,662.5,673.7,745.8,171.2
870.6,654.5,665.2,740.4,168.8
870.91,649.5,660.3,742.7,167.3
871.22,645.3,651.4,738.9,168.9
871.53,640.7,651.6,731.6,168
871.84,634.6,649.5,726.4,169.4
872.15,633.2,651.5,723.3,168.4
872.46,626,641.2,709.7,167.3
872.77,627.6,638.3,711.5,168
873.08,633.9,640.7,721.7,168.5
873.39,629.5,636.4,716.8,168.5
873.7,621.2,635.8,701,166.3
874.01,620.1,637.9,707.9,167.4
874.32,615.9,632.4,700.2,165.5
874.63,605.4,630,686.8,165
874.94,606.1,628.6,688.2,166.9
875.25,609,625.2,687.2,167.3
875.56,608.7,615.5,679.8,165.9
875.87,606.2,612.9,682.4,165.5
876.18,606.1,608.3,680.7,166.1
876.49,612.5,611.3,684,165.8
876.8,608.5,611.3,677.3,166.3
877.11,604.2,610.5,674,166.2
877.42,604.3,609.3,676.8,165.9
877.73,596.5,607.6,667.2,164.8
878.04,602.2,605.2,667.1,163.9
878.35,593.2,598.6,662.7,164.7
878.66,596.8,604.1,672.1,166.2
878.97,593.6,597.6,670.9,166.8
879.28,597.2,593.7,676.9,165
879.59,588.8,593.6,664.9,164.5
879.9,585.3,592.2,659.5,164.2
880.21,579.8,590.4,649.7,164.1
880.52,574.8,586.6,642.2,164.6
880.83,582.8,587.8,653.6,165.1
881.14,579,580,645.2,164
881.45,580.7,578.3,640,163.8
881.76,585.6,585.6,649.2,163.9
882.06,582.1,586,648.8,163.9
882.37,580.8,583.3,649.6,162.6
882.68,583.6,586.4,652.3,165.5
882.99,573.9,580.6,650.9,163
883.3,573,580.3,656.8,164.2
883.61,573,584.5,646.7,163.8
883.92,575.4,577.1,642.8,163.1
884.23,578,578.6,643.8,162.8
884.54,574.6,578.6,648.3,162.9
884.84,575,574.4,648.8,162.5
885.15,575.9,572.9,656.5,164.4
885.46,578,576.6,647.5,161.5
885.77,579.3,575.4,647.5,163
886.08,575.7,575.9,651.9,162.8
886.39,575.1,573,643.7,162.8
886.69,583.5,578.7,657,163.5
887,577.3,576.6,650,163.7
887.31,575.4,574.5,651.9,163.6
887.62,571.8,572.7,644.8,162.9
887.93,578.4,577.2,643.4,164.1
888.23,576.4,567.7,641.3,163.1
888.54,577.4,571.6,652.2,162.5
888.85,568.9,568.8,644.6,162.5
889.16,570.9,573.1,649.3,162.4
889.47,571.8,569.8,647.4,162.4
889.77,567.5,566.9,648.3,161.7
890.08,571.2,572.8,648.7,162.1
890.39,570.3,568.7,644.4,163
890.7,572.8,568.9,649.3,163.9
891,573.9,569.1,653.2,163.7
891.31,567.8,568.2,642.2,164.4
891.62,578.6,566.5,651,162.7
891.93,572.8,565,650,164.1
892.23,570.7,564.9,649.6,164.2
892.54,575,567,648.4,163
892.85,574.1,566.6,654.4,164
893.16,575.2,566,649.7,163.4
893.46,570.8,566.2,644.5,162.4
893.77,582.3,577.2,651,163.8
894.08,564.7,562.9,638.2,162.1
894.38,568.7,567.6,648.1,162.8
894.69,566.1,563.6,654.6,164.7
895,570.1,562.8,662,163.9
895.3,574.8,562.2,659.9,162.8
895.61,575.8,563.2,661.1,163.5
895.92,574.6,559.4,654.1,164.3
896.22,568,559.9,650.5,163.4
896.53,571.1,567.4,652.3,161.7
896.84,566.1,568.1,652,161.6
897.14,574.1,570.3,653.1,163.7
897.45,574.7,568,648.3,164
897.76,566.1,558.6,646.2,163
898.06,569.8,567.1,651.9,163.1
898.37,566.6,564.8,644.2,161.2
898.68,571,560.5,652.1,162.1
898.98,570.4,560.7,646.2,161.3
899.29,571.2,562.7,646.7,163.1
899.59,578.3,564.7,651.9,161.5
899.9,575.8,562.5,649,163.3
900.21,571.8,556.6,660,161.8
900.51,569.1,555.6,655.6,161.7
900.82,565.6,553.4,640.5,162.5
901.12,574.2,562.5,639.3,162.7
901.43,569.4,557,640.5,162.8
901.73,567.8,556.4,637.8,163.5
902.04,567.2,553.7,639.1,164.5
902.35,569.7,554.8,638,161.9
902.65,561.5,552.6,640.3,161
902.96,573.2,556.6,641,161.1
903.26,571.9,555.6,649.1,161.2
903.57,568.1,551.1,635.5,162.6
903.87,571.1,554.5,635.4,161.6
904.18,568.4,556.5,634.3,163
904.48,557.8,550.5,632.4,163.8
904.79,564.4,555.7,645.6,162.3
905.09,557.9,546.5,636.5,162.4
905.4,559.6,551.5,637.8,162.3
905.7,557.7,545.6,633.8,162.2
906.01,559.1,547.5,631.7,161.4
906.31,555.6,543.1,626.1,162.7
906.62,553.6,544.6,629.4,163
906.92,556.6,542.3,638.6,162.1
907.23,551.2,532.4,628,160.4
907.53,554.6,538.1,632.8,162.2
907.84,555.2,544.8,628.4,161.5
908.14,554.7,543.9,631.6,162.2
908.45,555.2,540,624.9,162.1
908.75,550.7,541.6,623.1,162.7
909.05,553.7,539.5,618.5,159.4
909.36,549.8,535.6,619.4,162.3
909.66,547.8,530.1,614.4,162.1
909.97,539.5,530.9,622.1,159.8
910.27,533.4,526.8,619,160.7
910.58,536.9,527.7,613.7,160.2
910.88,547.7,529.2,614.7,160.8
911.18,548,524.4,604.5,160.6
911.49,550,524.2,600.8,160.3
911.79,544,529.2,598.8,158.4
912.1,537.5,529.2,604.2,159.1
912.4,539.5,530.1,594.1,161
912.7,541.5,522.9,593.5,159.8
913.01,535.8,519.7,594.9,160.4
913.31,533.9,520.2,601.8,159.9
913.61,525.5,514.5,592.7,159.4
913.92,524.1,518.6,592.8,160.4
914.22,531,522.7,601.7,161.6
914.52,525.5,515.7,592.3,159
914.83,522.5,512.2,589,158.6
915.13,513.4,512,589,159.8
915.44,520.4,509.9,591.7,161.1
915.74,523.1,511.8,594.3,159
916.04,525.4,504.5,589.7,159.1
916.34,517.8,502.7,582.3,160.2
916.65,521.3,504.7,578,159
916.95,522.4,501.2,576.9,158.9
917.25,514.6,501.2,574.1,159.5
917.56,511.7,494.2,570.6,158.9
917.86,513.7,495,574.4,158.7
918.16,509.4,496.3,573.6,158.6
918.46,506.7,490,563.8,159.4
918.77,507.7,493,565.6,158.7
919.07,505.6,486.3,561.7,158.1
919.37,505.3,488.4,555.9,159.2
919.68,512.8,490.9,568.6,157.5
919.98,509.8,489.5,568.3,157.7
920.28,508.8,492.7,570.4,160
920.58,504.7,490.5,568.5,158
920.89,502.8,481.7,566.5,158.7
921.19,496.9,481.3,562.8,157.3
921.49,489.3,479.7,558.6,157.5
921.79,495.4,482,558,156.5
922.09,494.4,482.8,559.3,158.8
922.4,488.8,473.6,557.3,157.2
922.7,489.6,477,560.8,158.5
923,482.7,470.9,551.3,156.9
923.3,487.6,471.9,550.2,156.8
923.6,484.7,469.6,543.1,158.2
923.91,482.3,465.3,539.6,156.6
924.21,482.1,465.9,540.1,156.9
924.51,480.3,464.6,539.2,156.4
924.81,478.8,459.8,541.6,157.2
925.11,479.3,457.5,539.3,155.4
925.41,476.2,454.1,530.7,157.5
925.71,474.1,455.1,534.6,155
926.02,477.4,455.1,530.9,155.1
926.32,471.9,453.6,529.6,154.8
926.62,463.5,452.1,527.8,154.3
926.92,464.9,453.9,529.4,155.4
927.22,468.2,450,527.8,155.3
927.52,464.9,444.7,530.6,155.7
927.82,463.4,449.3,526.6,156.2
928.12,458,443.6,525.9,155.5
928.43,455.4,441.1,520.1,155.7
928.73,455.2,433.3,515.3,156
929.03,457.2,436.2,517.6,155.5
929.33,454.2,436.7,519.1,153.9
929.63,455.3,431.6,514.4,154.1
929.93,451.3,430.1,512.6,154.4
930.23,448.4,430.6,511.6,154.5
930.53,444.6,428,514.4,154.4
930.83,452,424.5,521.8,155.8
931.13,448.1,429.4,521.4,155
931.43,446,429,517.2,154.3
931.73,443,424.1,501.4,154
932.03,443.2,419.4,501.1,154.7
932.33,442.7,417.9,501.1,153.9
932.63,444.5,420.1,499.2,153.7
932.93,441,419.1,496.7,153.7
933.23,439.1,415.5,491.1,153.2
933.53,435,415.7,490.6,153.1
933.83,438,411.6,490,153.9
934.13,439.8,405,497.1,154.4
934.43,438.5,407.2,493.5,153.6
934.73,431.7,407,495.3,153
935.03,430.4,408.5,488.9,151.9
935.33,432.5,406.9,494.8,152.4
935.63,431.6,404.6,496.1,153.3
935.93,430.2,397,494.6,151.6
936.23,427.5,395.6,492.6,153
936.53,425.4,392,491.2,150.9
936.83,422.4,389.2,489.5,151.5
937.13,422.8,391.6,491.9,152.5
937.43,421.8,390,483.4,152.8
937.73,418.7,391.7,483.5,151.2
938.03,415.6,390.4,475.3,152.1
938.33,412.7,384.9,470.8,151.4
938.63,418.8,381.1,466.3,151.4
938.93,416.4,377.7,464,152.9
939.22,415.9,377.8,466.3,150.7
939.52,413.7,378.6,462.6,151.5
939.82,406.1,373.2,460.6,150
940.12,401.9,375.3,460.4,153.3
940.42,402.1,372.9,461.9,150.4
940.72,401.3,372.4,467.5,150.3
941.02,397.3,367,463.4,150.6
941.32,395.7,367.2,460.5,150.3
941.62,396.5,367.2,458.8,150.2
941.91,396.7,367.8,457.7,150
942.21,395.5,363.6,455.2,150.6
942.51,397.4,362.2,449.7,150.5
942.81,393.8,359.9,450.2,149.8
943.11,389.5,361.8,457.8,151.1
943.41,389,357.5,451.5,149
943.7,391.2,357.7,453.9,149.5
944,387.4,354.4,447.3,150.9
944.3,382,353.3,441.9,150.4
944.6,383.9,352.4,442.3,149.7
944.9,380.8,347.7,441.3,150.3
945.19,381.4,347.7,439.3,148.9
945.49,380.4,347,438.1,147.7
945.79,377.1,342.7,437.2,150.1
946.09,374.6,340.5,433,147.8
946.39,372.1,340.3,430.4,149.4
946.68,369.3,337,431.6,150.7
946.98,365.8,337.4,425.7,148.9
947.28,368,338.2,425.6,147.8
947.58,370.7,336.3,420.7,149.9
947.87,369.8,333,422.3,149.3
948.17,370.6,332.2,422.4,147.6
948.47,372,330.1,417.1,148.3
948.76,367.3,327.1,411,147
949.06,364.7,325,408,147.5
949.36,361,323.3,409.8,147.6
949.66,361.5,320.7,407,147.2
949.95,359.6,320,410.3,146.1
950.25,353.4,316.6,408.5,146.2
950.55,360.2,315.2,406.2,146.5
950.84,360.9,311.8,403.3,146.6
951.14,363.5,311.3,402.3,148.3
951.44,354.3,309.8,396.7,147.2
951.73,352.6,307.2,396.8,145.8
952.03,348.2,307.2,396.9,144.6
952.33,347.4,303.2,395.5,146.2
952.62,346.1,302.9,398.7,146.8
952.92,344.9,304.6,397.9,145.6
953.22,346.3,301,396.5,147.4
953.51,342.5,297.7,391.3,145.9
953.81,346.6,299.4,389.5,146
954.11,345.4,295.6,391.4,144.8
954.4,340.8,293.9,390.8,146.9
954.7,337.9,292.1,388.5,146.1
955,335,287.7,384.6,146.2
955.29,336,286.9,379.6,145.3
955.59,330.3,284.8,374.6,143.8
955.88,331.3,288.4,375.8,145.2
956.18,330.9,284,374.5,145.2
956.47,328.9,281.4,374,145
956.77,331,277.8,373.7,145.8
957.07,327.4,277.1,371.4,144.8
957.36,329.8,275,371.2,146
957.66,329,275,366.4,145.3
957.95,328.7,274.2,368.7,144.3
958.25,321.3,273.3,367.5,144.4
958.54,319.8,269.4,368.1,145.7
958.84,321.3,271.5,366.4,143.9
959.14,321,270,367,143
959.43,317.1,269,356.5,143.2
959.73,316.7,269.2,359.6,143.8
960.02,315.2,265.1,360.4,144.5
960.32,312.3,266,355.3,144.5
960.61,314.9,263.9,346.1,143.4
960.91,313.2,262.1,344.8,143
961.2,309.5,261,339,143.1
961.5,310.8,261.2,337.8,145
961.79,308,259.6,337.6,142.9
962.09,308,261,337.7,143.8
962.38,305.3,257.2,335.5,143.2
962.68,304.6,259.1,334.1,141.1
962.97,303.7,255,334.7,142.1
963.26,304.7,256.4,333.9,142.6
963.56,305,258.3,333.7,143.2
963.85,299.5,253.9,329.7,142.2
964.15,297.5,251.5,327,143.3
964.44,297,253.2,327.5,142.4
964.74,296.6,251.1,321,142.5
965.03,297,248.7,324.2,144.4
965.32,293,248.6,323.8,142.1
965.62,293.3,247.6,322.3,143.1
965.91,289.9,247.2,318.5,143
966.21,292.5,246,314.8,142.2
966.5,291,245.4,311.3,143.3
966.79,288.4,243.8,311.6,141.3
967.09,290.3,245.5,311.3,143.2
967.38,286.9,242.3,308.9,142.1
967.68,288.9,242,307.9,142.3
967.97,287.5,242.6,302.4,140.6
968.26,286,239.4,299,141
968.56,283.5,241.4,299.7,142.7
968.85,279.9,238.1,294.1,142.1
969.14,279.8,239.4,295.6,141.8
969.44,275.1,237.4,292.5,142.1
969.73,276.1,235.7,288.9,142.4
970.02,274.4,235.6,289.4,141.5
970.32,272.9,237.6,290.1,141.5
970.61,273.5,237.2,292.6,141.2
970.9,269.2,233.2,285.9,141.2
971.2,271.3,234.2,286.3,141.2
971.49,271.4,233.7,287.3,140.7
971.78,275.6,234.3,286.9,141
972.08,271.2,233.9,285.4,141.4
972.37,269.5,232,282.6,141.9
972.66,266,230.4,281.2,142.4
972.95,264.6,230.5,279.8,141
973.25,267.1,229,277.8,141.6
973.54,263.2,232.3,276.2,142
973.83,263.2,227,271.7,140.6
974.12,263.4,226.3,272.1,139
974.42,262.4,228.1,269.8,140.4
974.71,261.1,228.2,268.2,141.9
975,259.9,227.1,267,142.2
975.29,260.8,226.8,268.4,141.1
975.59,258.3,224.2,266.2,141.8
975.88,257.7,222.3,262.1,141.9
976.17,258.3,223.2,263.8,140.6
976.46,256.5,221,261.7,140.7
976.75,252.3,222.7,260.3,141.3
977.05,252.9,221.5,261.3,140.7
977.34,252.7,221.3,256.8,141.2
977.63,252.6,221.8,256.1,140.6
977.92,252.5,220.1,258,141.1
978.21,250.6,219.2,256.5,140.7
978.51,252.4,217.2,253.1,140.7
978.8,248.1,218.5,252.7,140.5
979.09,246.7,216.6,250.4,139.5
979.38,244.1,218.8,250.6,140.4
979.67,243.2,215.8,248.8,140.3
979.96,244.1,215.4,246.7,140.4
980.25,244.1,215.2,245.5,139.5
980.55,243.8,216.1,246.6,140.4
980.84,244.7,212,243.1,139.7
981.13,240.5,211.5,238.6,140.6
981.42,242.7,215.1,240.1,140.5
981.71,239.8,210.3,237.2,139.7
982,240.5,210.8,241.4,140.6
982.29,239.6,210,238.4,140.1
982.58,236.5,211.8,239.7,140.6
982.87,235.2,210.8,236.9,139.3
983.17,236.1,210.8,237.3,138.4
983.46,235.3,211.7,235.5,139.1
983.75,233.4,210.6,232.4,139.9
984.04,233.5,207.3,230.9,141.3
984.33,232.6,209.4,230.5,141.3
984.62,231,208.1,229.5,139.1
984.91,229.3,207.3,227.8,139.1
985.2,229.6,207.5,226.2,139.8
985.49,228.3,204,223.5,139.8
985.78,230,206.4,224.8,140.3
986.07,230.6,207,225.2,139.3
986.36,226.6,203.2,224,139.6
986.65,225.2,202.3,222.1,139.2
986.94,226.3,203.9,221.7,139
987.23,225.3,204.4,220.7,140.1
987.52,223.5,204.2,218.9,140.5
987.81,223.4,201.8,220.8,140.2
988.1,221.7,201.8,217.6,139.4
988.39,219.9,201,215.9,140
988.68,218.6,199.3,215.3,140.4
988.97,220.6,201.7,214.3,138.5
989.26,222.7,201.1,213.1,138.6
989.55,218.8,200.7,213.2,139.1
989.84,218.5,200.4,212,138.8
990.13,217.8,200.3,212,138.8
990.42,217.7,200.5,212.7,139.7
990.71,215.8,198.8,209.7,138.6
990.99,215.4,197.9,211.2,139.4
991.28,215.7,197.5,209.3,137.8
991.57,212.6,198.6,209.3,138.5
991.86,211.4,196.3,205.7,139.1
992.15,210.9,198.3,204.3,138.9
992.44,210,196.2,203.6,141
992.73,210.7,198.2,203.2,138.7
993.02,210.9,195.2,203.3,139.6
993.31,208.4,196.8,201.8,139.5
993.6,207.5,195.4,201.3,138.6
993.88,209.6,196.1,202.7,139
994.17,208.9,195.3,201.1,138.7
994.46,210,194.3,201.3,138.2
994.75,209.4,194.8,199.8,139.7
995.04,206.3,194.7,198.9,138.6
995.33,206.8,193.3,198.4,138.2
995.62,204.1,194.3,199.4,138.8
995.9,205.4,193.2,199.1,137.7
996.19,204,192.3,199.5,139.3
996.48,203.3,190,197.8,137.7
996.77,202.1,189.1,197.5,138.3
997.06,204.1,192.4,195.9,137.7
997.34,201.8,189.6,195.6,137.8
997.63,201.7,192,194,139.1
997.92,199.3,190.2,194.4,138.4
998.21,200.2,189.6,190.6,139.1
998.5,199.5,189.4,191.5,138.6
998.78,198.5,189,192.3,137
999.07,198.7,186.8,189,137.2
999.36,199.4,188.2,188.6,139.5
999.65,198,189.8,188.8,138.5
999.93,193.8,188,189.2,139.3
1000.22,193.6,188.2,187.8,139.4
1000.51,195,186.6,187,137.9
1000.8,194.5,186.4,187.4,139.1
1001.08,194,184,187.4,138.5
1001.37,194,184.8,185.6,137.9
1001.66,194.5,185.4,184.5,139.7
1001.94,192.5,184.7,184.4,138.9
1002.23,192.6,185.6,184.3,139.2
1002.52,191.4,184.6,184.5,138.6
1002.81,191.2,187.2,182.4,138.7
1003.09,191.8,184,183.2,137.6
1003.38,188.4,184.6,180.7,137.4
1003.67,190.3,183.9,180.1,136.6
1003.95,188.5,183.7,181.8,137.5
1004.24,187.8,181.3,181,138.2
1004.53,187.2,183.9,181.3,137.8
1004.81,188.4,182.5,178.4,137.4
1005.1,188.4,181.5,177.8,138.5
1005.39,187.4,183.4,177.9,138.6
1005.67,184.7,181.9,176.8,137.2
1005.96,186.1,182,175.8,138.4
1006.24,186.4,181.6,175.6,137.7
1006.53,185,180.8,176.8,138.8
1006.82,185.8,179.6,176.7,138.1
1007.1,185.7,181.4,174.8,137
1007.39,182.9,180.4,175.2,138.8
1007.67,182.2,180.5,175.2,138.1
1007.96,182.1,178.6,175,138.1
1008.25,182,180,174,137.3
1008.53,181.1,179.4,172,137.7
1008.82,181.3,179.8,171.8,139
1009.1,179.2,179.8,171.7,137.3
1009.39,178.9,179.2,171.8,137.2
1009.68,180,179.3,171.8,138
1009.96,179.4,177.2,171.6,137.3
1010.25,179.1,176.9,170.4,137
1010.53,178.3,176.2,169.5,137.3
1010.82,179,177.6,168.7,136.9
1011.1,178.6,177.8,168.5,137.7
1011.39,178.7,177.5,170.1,137.4
1011.67,176.6,176,168.3,137.6
1011.96,177.2,176.5,168.7,137.6
1012.24,177.5,176.2,167.2,137.6
1012.53,175.8,175,166.5,136.7
1012.81,177.3,176.6,168.4,136.8
1013.1,176,176.2,168.2,136.3
1013.38,177.3,175,165.5,137.8
1013.67,176.1,175,167.5,137.2
1013.95,175.4,175.7,165,137
1014.24,175.1,175.9,167.3,137.1
1014.52,175,175,165.7,137.6
1014.81,172.5,173.5,164.5,137.4
1015.09,173.7,173.4,164.7,137
1015.37,173,173.2,164.9,137.4
1015.66,171.1,173.1,166,136.6
1015.94,172.1,173,162.9,138.1
1016.23,173.1,171.4,163.4,138
1016.51,171.4,172.3,165.4,136.9
1016.8,171.6,173.4,161.4,138.5
1017.08,170.5,170.5,162.9,137
1017.36,171.7,172,161.8,136.9
1017.65,170.8,170.9,163.3,137.8
1017.93,171.1,171.1,163.2,136.3
1018.22,170.1,172.3,160.2,137
1018.5,170.2,168.3,160.7,137.3
1018.78,169.8,170,159.6,136.5
1019.07,168.7,170.1,158.3,136.4
1019.35,169.4,168.3,158.9,136.1
1019.63,168.7,170.4,159.3,136.2
1019.92,166,169.8,160.5,135.8
1020.2,169.4,169.9,160.1,136.6
1020.48,166.5,168.8,160.9,136.5
1020.77,168,168.6,157.9,136.8
1021.05,166.4,169,158.4,136
1021.33,166.7,168.1,159.1,137.1
1021.62,166.3,168.5,159.2,136.8
1021.9,165.1,168.2,159,136.6
1022.18,165.9,168.1,158.4,137.3
